filename,blur,brightness,contrast,resolution,set
01.jpg,118.25953621467738,116.41145624022099,77.46355732758133,11943936,gallery
04.jpg,110.3425429320663,95.6210162211184,76.97941893548786,11943936,gallery
03.jpg,150.59943288252973,93.88193523475009,74.70352332146506,11943936,gallery
00.jpg,71.54492538396325,98.19011546947338,76.1435865476374,11943936,gallery
02.jpg,96.9448357700531,89.28804072627315,77.9906308810685,11943936,gallery
03.jpg,88.9758889321247,133.77390099879972,69.94527647625554,11943936,gallery
04.jpg,27.323140376041774,136.50046751757546,71.89619667782905,11943936,gallery
02.jpg,58.872367115626886,137.1356274012185,77.01274678356016,11943936,gallery
01.jpg,46.927538878305214,159.0990779756355,65.84006890835371,11943936,gallery
00.jpg,53.764978386701344,151.0964066619245,67.79332765618086,11943936,gallery
03.jpg,39.840408203884664,98.65507322982383,76.68762340164969,11930112,gallery
02.jpg,25.567199874399947,89.7742618513696,71.74971440751101,11943936,gallery
04.jpg,21.438697640800953,91.96057195885845,70.1939956932917,11943936,gallery
00.jpg,16.30979276582971,99.66329483011296,73.30709188315377,11943936,gallery
01.jpg,25.216060094121165,102.44916868275249,74.10088405692817,11943936,gallery
04.jpg,41.76674589037122,139.53677288625792,61.594203061005864,11943936,gallery
00.jpg,26.14005098217334,144.6636831443169,59.3168976085228,11943936,gallery
03.jpg,54.32043891519304,139.01935358662337,60.87407758926584,11943936,gallery
01.jpg,14.193133067040154,164.94738962097585,58.7206480334271,11943936,gallery
02.jpg,97.93207849619839,125.95444257236475,68.67301999595915,11943936,gallery
03.jpg,32.24784333309993,131.29469272105945,73.06223401787769,11943936,gallery
00.jpg,28.932630498268825,137.57773275074481,71.49278671019304,11943936,gallery
02.jpg,30.66153276427704,125.23870430986904,78.96379293374012,11943936,gallery
01.jpg,47.46774547341464,135.9618594741298,69.14605820348422,11943936,gallery
04.jpg,32.76764284316048,130.54185563285,71.8974052522312,11943936,gallery
00.jpg,18.509260680844193,136.3031203449181,69.32725402849171,11943936,gallery
03.jpg,25.653443806087317,137.53704808867028,71.30524464078768,11943936,gallery
01.jpg,27.89053306791413,138.51574204684286,70.60539970033572,11943936,gallery
02.jpg,24.181568787309565,130.88617981543103,74.97542658775205,11943936,gallery
04.jpg,23.792651015542553,136.83576862769524,69.9178793467698,11943936,gallery
02.jpg,55.577220349647206,118.25344342099623,68.75069397718671,11943936,gallery
01.jpg,85.03803511478503,150.093369472174,61.484878666422524,11943936,gallery
04.jpg,301.3546794738993,137.92517307527436,64.811694486291,11943936,gallery
03.jpg,195.14803778264067,134.023279260706,66.8369681728414,11943936,gallery
00.jpg,229.91755012051928,143.3153107987183,63.49673529179346,11943936,gallery
00_07.jpg,241.38081929726349,101.20697638404955,53.840476506263954,387450,query
01_00.jpg,273.41527991065885,107.38639588977681,58.7425695444517,131769,query
02_07.jpg,182.47476351676377,82.61612119968537,52.237122307456985,204687,query
03_07.jpg,106.83524021347077,70.2277199074074,56.85758470496782,93312,query
04_01.jpg,129.36781668858941,67.01822131806308,67.23068797961803,238896,query
05_02.jpg,143.6343645925038,105.99762568496426,58.70190427813264,878148,query
06_07.jpg,101.76916849604795,79.79059936130697,64.49143794333025,251451,query
07_03.jpg,165.561115288501,95.01209714655093,56.03757154505302,97461,query
08_00.jpg,169.92503621036286,103.6267904528463,56.017060248837495,138303,query
09_07.jpg,118.30222889317716,83.97971383393111,50.193856169576655,207432,query
10_07.jpg,139.5644351049665,65.60075469860746,46.37282768336817,205380,query
11_03.jpg,222.8299605385993,87.07572445130316,54.824016108968074,46656,query
12_07.jpg,206.31237451448504,79.4487276710482,56.43801223353446,47472,query
13_04.jpg,255.04230807032607,100.63043801670457,67.22354346830691,47053,query
14_07.jpg,100.35356617461493,76.45744746126707,58.78446953798827,65190,query
15_07.jpg,160.86485533954806,70.18063274188148,55.23367679621341,59740,query
16_04.jpg,191.1646091790554,112.90755933952528,65.11940168155822,38760,query
17_03.jpg,150.37745011517475,95.28999842059544,66.18456625122944,50652,query
18_01.jpg,123.42717466219761,67.63474083357434,58.24718555054888,62238,query
19_05.jpg,183.79724637864442,67.4996887321021,57.71576891307123,38552,query
20_00.jpg,218.53771992737128,107.3795782463929,63.8721370718787,24327,query
21_03.jpg,222.20952243311135,67.83834023119738,57.322203731703276,28028,query
22_05.jpg,154.81831029988936,71.88941102756893,55.04774372566314,35112,query
23_00.jpg,314.12357780007295,112.46705943063559,66.70073827631506,23254,query
24_03.jpg,218.892043959973,66.20313048909013,55.16715650700495,25619,query
25_07.jpg,419.91787514044114,73.6538189533239,56.292977802633224,31108,query
26_03.jpg,195.60887707907978,95.73147583214697,60.923680893547576,29502,query
27_07.jpg,105.45731866615195,116.06579207594436,72.20150764225794,30338,query
